,Job Title,Company,Experience,Salary,Requirements,Link
413,Аналитик Big Data,АО Kcell,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107840164?hhtmFrom=vacancy_search_list
414,Системный администратор Центра цифровых услуг,Гос. корп. КазНМУ им. С.Д. Асфендиярова,Опыт 1-3 года,от 287 500 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/107840109?hhtmFrom=vacancy_search_list
415,Сетевой инженер,ТОО Моторная компания Астана-Моторс,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108055902?hhtmFrom=vacancy_search_list
416,Бизнес-аналитик,ТОО Аврора Холдинг,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107832598?hhtmFrom=vacancy_search_list
417,Старший инженер (поддержка CRM),АО Kcell,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108759295?hhtmFrom=vacancy_search_list
418,Web QA Engineer,АО Kolesa (АО Колеса),Опыт 1-3 года,750 000 – 1 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/96146369?hhtmFrom=vacancy_search_list
419,Senior Back-End Разработчик (Golang),ТОО Prime Source,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108655458?hhtmFrom=vacancy_search_list
420,.net Разработчик,АО «ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107783640?hhtmFrom=vacancy_search_list
421,Консультант 1С,ТОО Кибернетика.com,Опыт 1-3 года,500 000 – 1 000 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107923395?hhtmFrom=vacancy_search_list
422,SRE инженер (Senior),"Beeline, ТМ",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108675659?hhtmFrom=vacancy_search_list
423,Qlik sense developer,Kaspi.kz,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108732667?hhtmFrom=vacancy_search_list
424,Support Engineer,ТОО BTS Digital,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108317764?hhtmFrom=vacancy_search_list
425,Системный администратор / DevOps,АО Сәтті Жұлдыз,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107866303?hhtmFrom=vacancy_search_list
426,Аналитик данных/ Data analyst,АО Bereke Bank,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107696458?hhtmFrom=vacancy_search_list
427,"Android developer (middle+), Jusan Business",АО Jusan Bank,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108584145?hhtmFrom=vacancy_search_list
428,Специалист HelpDesk,ТОО Open Healthcare Kazakhstan (Оупен Хелскэйр Казахстан),Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108226270?hhtmFrom=vacancy_search_list
429,Data Engineer AI (удаленно),LATOKEN,Опыт 3-6 лет,2 200 – 3 400 $ на руки,Not specified,https://almaty.hh.kz/vacancy/108433560?hhtmFrom=vacancy_search_list
430,Data Software Engineering Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/105325549?hhtmFrom=vacancy_search_list
431,Тестовик,ТОО РестоГруп,Опыт 1-3 года,до 200 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108854133?hhtmFrom=vacancy_search_list
432,"Presale / Технический менеджер по решениям Informatica, Dremio",DIS Group,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108859903?hhtmFrom=vacancy_search_list
433,Сетевой администратор,ТОО Carlsberg Kazakhstan,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108405885?hhtmFrom=vacancy_search_list
434,Системный аналитик,ТОО ЕСРК IT,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107696197?hhtmFrom=vacancy_search_list
435,Специалист технической поддержки,ТОО DASM Group of companies (MEGA DEVELOPMENT),Опыт 1-3 года,до 250 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108473508?hhtmFrom=vacancy_search_list
436,Менеджер SOC,АО Народный банк Казахстана,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107800652?hhtmFrom=vacancy_search_list
437,Linux администратор,АО Home Credit Bank,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108274921?hhtmFrom=vacancy_search_list
438,Cистемный аналитик/System analyst,ТОО TechWorks,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108385482?hhtmFrom=vacancy_search_list
439,Java-разработчик,ТОО RNM KZ,Опыт 3-6 лет,700 000 – 900 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108233568?hhtmFrom=vacancy_search_list
440,Инженер программист по робототехнике,ТОО PSI ENGINEERING (ПИЭСАЙ ИНЖИНИРИНГ),Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107669807?hhtmFrom=vacancy_search_list
441,DevOps-инженер,ТОО The Hive Company,Опыт 3-6 лет,от 600 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108279294?hhtmFrom=vacancy_search_list
442,Erlang developer,EXANTE,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106414532?hhtmFrom=vacancy_search_list
443,Специалист поддержки клиентов со знанием Кыргызского языка,ТОО Telecontact,Без опыта,260 000 – 300 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/107999928?hhtmFrom=vacancy_search_list
444,Менеджер службы сопровождения клиентов,ТОО KingFresh,Опыт 1-3 года,200 000 – 200 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108237389?hhtmFrom=vacancy_search_list
445,Программист 1С,Alphior Business Partners,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108318396?hhtmFrom=vacancy_search_list
446,Security Manager,ТОО VF SERVICES (KAZAKHSTAN) LLP (ВИЭФ СЕРВИСИС (КАЗАХСТАН) ЛЛПИ),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108118545?hhtmFrom=vacancy_search_list
447,Эксперт в Информационную безопасность,АО Home Credit Bank,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106654518?hhtmFrom=vacancy_search_list
448,Системный администратор,ТОО A.R.T. Logic,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108059386?hhtmFrom=vacancy_search_list
449,Java Frontend Developer (Middle),ЧК ALIF ISLAMIC BANK LTD.,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108273811?hhtmFrom=vacancy_search_list
450,Backend-разработчик (Node.js),ТОО Аврора Холдинг,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107832516?hhtmFrom=vacancy_search_list
451,Инженер по информационной безопасности (Pre-sale инженер),ТОО InformConsulting,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108002150?hhtmFrom=vacancy_search_list
452,IT Manager,ТОО Лореаль Казахстан,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108273184?hhtmFrom=vacancy_search_list
453,BackEnd Middle разработчик Java/Kotlin,"Казтелепорт, АО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107484329?hhtmFrom=vacancy_search_list
454,C#/.NET-разработчик,АО Страховая компания Freedom Insurance,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108067052?hhtmFrom=vacancy_search_list
455,Python-разработчик,ТОО ЭВОТЕК ЦЕНТРАЛЬНАЯ АЗИЯ (Evotech CA),Опыт 1-3 года,от 250 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/107605221?hhtmFrom=vacancy_search_list
456,Скрипт дизайнер,ТОО Voctiv Kazakhstan,Опыт 1-3 года,600 – 1 000 $ на руки,Not specified,https://almaty.hh.kz/vacancy/108104178?hhtmFrom=vacancy_search_list
457,Специалист технической поддержки Smart QR,АО Банк ЦентрКредит,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107898286?hhtmFrom=vacancy_search_list
458,Программист 1С ЗУП,ТОО Казфосфат,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108614819?hhtmFrom=vacancy_search_list
459,Java Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/107383686?hhtmFrom=vacancy_search_list
460,.NET Backend Developer,Teez,Опыт более 6&nbsp;лет,от 1 100 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107781137?hhtmFrom=vacancy_search_list
461,Администратор 1С,Публичная Компания «Freedom Finance Global PLC»,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108518262?hhtmFrom=vacancy_search_list
462,DevOps-инженер,ТОО ТИКЕТС КЗ,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108206885?hhtmFrom=vacancy_search_list
463,"Project/Product manager, Product owner",ТОО Аврора Холдинг,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107832423?hhtmFrom=vacancy_search_list
464,Старший разработчик 1С/Технический специалист 1С,ТОО MP Solutions,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108678834?hhtmFrom=vacancy_search_list
465,Senior C# developer,ООО Ре-Сим,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107184853?hhtmFrom=vacancy_search_list
466,Специалист службы технической поддержки,Публичная Компания «Freedom Finance Global PLC»,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107611204?hhtmFrom=vacancy_search_list
467,Middle / Senior frontend разработчик,ТОО QOMEK KAZAKHSTAN (КОМЕК КАЗАХСТАН),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107618158?hhtmFrom=vacancy_search_list
468,Frontend-разработчик,ТОО VENDER,Опыт 1-3 года,400 000 – 550 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107966077?hhtmFrom=vacancy_search_list
469,Системный аналитик,ТОО ДиджиталБизФэктори,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/102676089?hhtmFrom=vacancy_search_list
470,Старший менеджер отдела поддержки клиентов,ТОО IDOCSKZ,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108463203?hhtmFrom=vacancy_search_list
471,Начальник Сектора планирования и оптимизации транспортной сети Алматы,АО Kcell,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108830407?hhtmFrom=vacancy_search_list
472,Менеджер службы контроля систем видеонаблюдения,Chocofamily,Без опыта,70 000 – 100 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108053906?hhtmFrom=vacancy_search_list
473,Системный аналитик,Публичная Компания «Freedom Finance Global PLC»,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107611184?hhtmFrom=vacancy_search_list
474,Strong Middle/Senior System Analyst,ТОО QALANKZ,Опыт более 6&nbsp;лет,700 000 – 1 000 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108278186?hhtmFrom=vacancy_search_list
475,Специалист технической поддержки / Support Engineer (E-Commerce),CNP Processing GmbH,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108480785?hhtmFrom=vacancy_search_list
476,Программист AI,ТОО WSE,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108356369?hhtmFrom=vacancy_search_list
477,Ведущий ИТ-инженер сетевого администрирования,ТОО МК-Золото ломбард,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108108591?hhtmFrom=vacancy_search_list
